@relation popvnews500

@attribute first_person_pronouns numeric
@attribute second_person_pronouns numeric
@attribute third_person_pronouns numeric
@attribute coord_conj numeric
@attribute past_tense_verb numeric
@attribute future_tense_verb numeric
@attribute commas_num numeric
@attribute colons_and_semi_colons numeric
@attribute dash_num numeric
@attribute paren_num numeric
@attribute ellipses_num numeric
@attribute common_nouns numeric
@attribute proper_nouns numeric
@attribute adverb_num numeric
@attribute whwords_num numeric
@attribute slang_num numeric
@attribute all_in_upper_case_num numeric
@attribute avg_len_of_sentense numeric
@attribute avg_len_of_tokens numeric
@attribute num_of_sentense numeric
@attribute class {pop,news}

@data
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 5.5, 4.2, 2,pop
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5.0, 8.333333333333334, 1,pop
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 8.666666666666666, 4.478260869565218, 3,pop
4, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 8, 3, 1, 0, 1, 0, 8.5, 3.533333333333333, 4,pop
2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3, 2, 1, 0, 0, 0, 10.0, 5.368421052631579, 2,pop
1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 7, 0, 3, 0, 0, 0, 28.0, 3.9615384615384617, 1,pop
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 7.0, 5.333333333333333, 1,pop
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 11.0, 3.3, 1,pop
0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 14.0, 5.181818181818182, 1,pop
1, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 6, 1, 1, 0, 0, 0, 8.0, 4.2, 3,pop
0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 2, 11, 0, 1, 0, 1, 0, 8.666666666666666, 4.142857142857143, 3,pop
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3.0, 5.0, 2,pop
1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 5, 0, 1, 0, 0, 0, 6.333333333333333, 4.4375, 3,pop
2, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 9, 0, 3, 1, 1, 0, 10.0, 4.038461538461538, 3,pop
2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 3, 0, 0, 0, 5.5, 4.95, 4,pop
0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 6, 1, 0, 0, 0, 0, 15.0, 4.75, 1,pop
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 6, 0, 1, 0, 0, 0, 10.0, 3.7777777777777777, 2,pop
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 8.0, 4.833333333333333, 1,pop
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3.0, 9.0, 1,pop
4, 0, 1, 1, 0, 0, 1, 0, 0, 2, 0, 8, 0, 1, 0, 0, 0, 17.5, 3.8214285714285716, 2,pop
0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 8.0, 5.571428571428571, 1,pop
0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 8.0, 6.769230769230769, 2,pop
1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 9, 0, 0, 2, 0, 0, 9.666666666666666, 3.6666666666666665, 3,pop
2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 15.0, 4.25, 1,pop
2, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 11, 1, 0, 0, 1, 0, 6.5, 4.391304347826087, 4,pop
2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 10.5, 3.8333333333333335, 2,pop
0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 3, 1, 0, 0, 0, 0, 5.5, 4.555555555555555, 2,pop
2, 2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 14.0, 4.0, 1,pop
2, 0, 2, 0, 0, 1, 2, 0, 0, 0, 1, 8, 0, 1, 0, 0, 0, 14.0, 4.3076923076923075, 2,pop
2, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 14.0, 3.5454545454545454, 1,pop
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 9.0, 3.6666666666666665, 1,pop
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 4.0, 5.166666666666667, 2,pop
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 6, 1, 2, 0, 0, 0, 10.5, 4.421052631578948, 2,pop
1, 2, 1, 0, 1, 0, 1, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 9.0, 3.642857142857143, 2,pop
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 3.0, 8.0, 3,pop
2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 4, 0, 2, 0, 0, 0, 17.0, 4.25, 1,pop
2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 7, 1, 0, 1, 2, 0, 4.8, 3.75, 5,pop
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 2, 0, 1, 0, 7.0, 4.3076923076923075, 4,pop
1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 8.0, 4.0, 1,pop
